n_no kokgi_v 閩南語詞目
11410 調養 調養
11411 調整 調整
11412 誹謗 誹謗
11413 複雜 複雜
11414 請 請
11415 請 請
11416 抬槓 諍
11416 爭執 諍
11416 爭論 諍
11416 爭辯 諍
11417 依據 論
11417 爭議 論
11417 計較 論
11417 推斷 論
11417 論 論
11418 豬 豬
11419 賜 賜
11420 賞 賞
11421 賞 賞
11422 賠 賠
11423 賢 賢
11424 出售 賣
11424 賣 賣
11425 買 賣
11425 賣 賣
11426 賤 賤
11427 質 質
11428 跌 賭
11428 賭 賭
11429 踩 踏
11430 踢 踢
11431 宴客 請人客
11431 請客 請人客
11432 公豬 豬公
11433 存錢筒 豬公
11433 撲滿 豬公
11433 豬公 豬公
11434 論文 論文
11435 豬心 豬心
11436 賞月 賞月
11437 踏板 踏斗
11437 踏腳台 踏斗
11437 踏腳臺 踏斗
11438 小豬 豬仔
11438 豬 豬仔
11439 小豬 豬仔囝
11439 豬 豬仔囝
11440 母豬 豬母
11441 馬齒莧 豬母奶仔
11441 稜果榕 豬母奶仔
11442 馬齒莧 豬母菜
11442 稜果榕 豬母菜
11443 請示 請示
11444 請安 請安
11445 豬肉 豬肉
11446 豬舌頭 豬舌
11447 豬血 豬血
11448 請坐 請坐
11449 申請 請求
11449 要求 請求
11449 請求 請求
11450 屠宰場 豬灶
11451 豬圈 豬牢
11452 豬肚 豬肚
11453 豬肝 豬肝
11454 暗紅色 豬肝色
11454 豬肝色 豬肝色
11455 賣身 賣身
11456 請命 請命
11457 用心 賣命
11457 拚命 賣命
11457 賣命 賣命
11458 有趣 趣味
11458 風趣 趣味
11458 興趣 趣味
11459 請帖 請帖
11459 請柬 請帖
11460 踏板 踏枋
11460 踏腳台 踏枋
11460 踏腳臺 踏枋
11461 豬油 豬油
11462 豬油粕 豬油粕仔
11463 獎狀 賞狀
11464 牲畜 豬狗精牲
11464 畜生 豬狗精牲
11464 畜牲 豬狗精牲
11465 豬肺 豬肺
11466 賞金 賞金
11466 賞錢 賞金
11467 小豬 豬胚仔
11468 好色 豬哥
11468 種豬 豬哥
11469 犬牙 豬哥牙
11469 犬齒 豬哥牙
11469 虎牙 豬哥牙
11470 好色 豬哥神
11470 好色之徒 豬哥神
11470 好色的樣子 豬哥神
11470 色狼 豬哥神
11470 花心蘿蔔 豬哥神
11471 失足 踏差
11472 宴客 請桌
11472 請客 請桌
11473 意氣用事 賭氣
11473 賭氣 賭氣
11474 肉舖 豬砧
11474 豬肉舖 豬砧
11474 豬肉攤 豬砧
11475 迎神接佛 請神
11475 請神 請神
11476 告假 請假
11476 請假 請假
11477 借問 請問
11477 請問 請問
11477 請教 請問
11478 責問 質問
11478 詰問 質問
11478 質問 質問
11479 爭強好勝 賭強
11479 逞強 賭強
11480 借問 請教
11480 請問 請教
11480 請教 請教
11481 踢被子 踢被
11482 口角 諍喙
11482 抬槓 諍喙
11482 爭吵互罵 諍喙
11482 爭執 諍喙
11482 爭論 諍喙
11482 爭辯 諍喙
11482 相嚷 諍喙
11483 強硬 踏硬
11484 番薯藤 豬菜
11485 質量 質量
11486 踢毽子 踢毽子
11487 請罪 請罪
11487 賠罪 請罪
11487 謝罪 請罪
11488 豬腸子 豬腸仔
11489 諒解 諒解
11489 體諒 諒解
11490 質詢 質詢
11491 豬腳 豬跤
11492 豬腳塊 豬跤箍
11493 言明在先 踏話頭
11493 話說從頭 踏話頭
11494 豬腳麵線 豬跤麵線
11495 賞罰 賞罰
11496 賢慧 賢慧
11497 豬槽 豬槽
11498 賞賜 賞賜
11499 毛豬的市價 豬鋪
11500 賞金 賞錢
11500 賞錢 賞錢
11501 倒貼 賠錢
11501 貼錢 賠錢
11501 蝕本 賠錢
11501 賠本 賠錢
11501 賠錢 賠錢
11501 虧本 賠錢
11502 腮腺炎 豬頭爿
11503 腮腺炎 豬頭皮
11504 腮腺炎 豬頭肥
11505 賠償 賠償
11506 淘氣鬼 賤蟲
11507 踩高蹺 踏蹺
11508 在 踮
11509 轎 輦
11510 輩 輩
11511 車輪 輪
11511 輪 輪
11511 輪子 輪
11512 次序 輪
11512 時間單位 輪
11512 輪流 輪
11512 關節 輪
11513 轉 遨
11514 這 遮
11514 這裡 遮
11515 如此 遮
11515 這麼 遮
11516 遮 遮
11517 遷 遷
11518 附近 鄰
11518 旁邊 鄰
11518 鄰 鄰
11519 醃 醃
11520 醉 醉
11521 醋 醋
11522 遮陽 遮日
11522 擋太陽 遮日
11523 車輪 輪仔
11523 輪 輪仔
11523 輪子 輪仔
11524 大黃瓜 醃瓜
11524 花瓜 醃瓜
11524 醃瓜 醃瓜
11525 適合 適合
11526 搬家 遷居
11526 遷居 遷居
11527 這些 遮的
11527 這裡的 遮的
11528 遮雨 遮雨
11529 醃缸 醃缸
11530 遮風 遮風
11530 擋風 遮風
11531 輪值 輪值
11531 輪班 輪值
11532 輪框 輪框
11533 輪值 輪班
11533 輪班 輪班
11534 輪迴 輪迴
11535 搬移 遷徙
11535 遷徙 遷徙
11536 醋罈子 醋桶
11536 醋罐子 醋桶
11537 遊街 踩街
11537 遶境 踩街
11538 適當 適當
11539 相遇 遭遇
11539 碰到 遭遇
11539 遭遇 遭遇
11540 遮掩 遮閘
11541 多麼 遮爾
11541 這般的 遮爾
11541 這麼 遮爾
11541 這麼的 遮爾
11542 多麼 遮爾仔
11542 這般的 遮爾仔
11542 這麼 遮爾仔
11542 這麼的 遮爾仔
11543 遮瞞 遮瞞
11543 隱瞞 遮瞞
11544 神轎 輦轎仔
11545 抽籤輪流 輪鬮
11546 取消 銷
11546 賣出去 銷
11546 銷 銷
11547 夾 鋏
11548 刃 鋩
11549 鋪 鋪
11550 空 閬
11551 抽空 閬工
11552 隔月 閬月
11553 芒角 鋩角
11553 原則 鋩角
11553 稜角 鋩角
11553 鋩角 鋩角
11554 門面 鋪面蟶
11554 排場 鋪面蟶
11555 銷售 銷售
11556 交際 鋪排
11556 鋪排 鋪排
11556 應酬 鋪排
11557 門面話 鋪排話
11557 應酬話 鋪排話
11558 棉襖 鋪棉裘
11559 銷路 銷路
11560 鋤頭 鋤頭
11561 抽空 閬縫
11561 趁隙 閬縫
11562 響 霆
11563 撞 靠
11563 靠 靠
11564 放在 靠
11564 擱淺 靠
11564 擱置 靠
11564 觸礁 靠
11565 鞋 鞋
11566 鞍 鞍
11567 砌 鞏
11568 養 養
11569 養 養
11570 餓 餓
11571 卡住 駐
11571 哽 駐
11571 停留 駐
11571 塞住 駐
11571 噎 駐
11571 壓 駐
11572 開 駛
11572 駕 駛
11572 駛 駛
11573 支持 靠山
11573 支援 靠山
11573 後盾 靠山
11573 後援 靠山
11573 援助 靠山
11573 靠山 靠山
11573 幫忙 靠山
11573 幫助 靠山
11574 童養媳 養女
11574 養女 養女
11575 乾兒子 養子
11575 義子 養子
11575 養子 養子
11576 拉警報 霆水螺
11577 乾媽 養母
11577 義母 養母
11577 養母 養母
11578 餓死 餓死
11579 淹死 駐死
11580 養老 養老
11581 扶養 養育
11581 培養 養育
11581 撫育 養育
11581 養育 養育
11582 開車 駛車
11582 駕車 駛車
11583 靠岸 靠岸
11584 鞋刷 鞋抿仔
11585 鞋拔子 鞋拔仔
11586 鞋油 鞋油
11587 乾爹 養爸
11587 義父 養爸
11587 養父 養爸
11588 收養 養的
11588 討 養的
11588 養子女 養的
11588 養父母 養的
11589 不守小節 靠俗
11589 馬虎 靠俗
11589 隨便 靠俗
11589 隨意 靠俗
11590 鞋墊 鞋苴
11591 養神 養神
11592 鞋帶子 鞋帶
11593 行船 駛船
11593 開船 駛船
11594 碰傷 靠著
11594 撞傷 靠著
11595 仗恃 靠勢
11595 仗勢 靠勢
11595 自大 靠勢
11595 驕傲 靠勢
11596 撫育 養飼
11596 撫養 養飼
11596 養育 養飼
11596 餵育 養飼
11597 打雷 霆雷公
11598 駕駛 駕駛
11599 作弄 鬧
11599 吵雜 鬧
11599 招惹事端 鬧
11599 鬧 鬧
11600 精氣 魄
11600 魄 魄
11600 靈魂 魄
11601 不精緻 魯
11601 粗糙 魯
11601 簡陋 魯
11602 麩 麩
11603 屑 麩
11603 麩 麩
11604 齒 齒
11605 牙垢 齒𣻸
11606 鴉片 鴉片
11607 酒癮 鴉片仙
11607 菸癮 鴉片仙
11607 煙鬼 鴉片仙
11607 鴉片鬼 鴉片仙
11607 癮君子 鴉片仙
11608 魩仔魚 魩仔魚
11609 鬧台 鬧台
11609 鬧臺 鬧台
11610 膿包 齒包
11611 牙床 齒岸
11611 牙齦 齒岸
11611 齒齦 齒岸
11612 鬧洞房 鬧房
11612 鬧新房 鬧房
11613 牙刷 齒抿仔
11614 漱口杯 齒杯
11615 牙科 齒科
11616 牙粉 齒粉
11617 魬鯛 魬魚
11618 魟魚 魴魚
11619 牙膏 齒膏
11620 熱鬧 鬧熱
11621 牙縫 齒縫
11622 漱口杯 齒觳仔
11623 牙籤 齒戳仔
11624 鬧廳 鬧廳
11625 不識趣 儑
11625 無知 儑
11626 凝 凝
11627 器 器
11627 器官 器
11628 擾人清靜 噪人耳
11629 抑鬱 凝心
11629 苦悶 凝心
11629 鬱卒 凝心
11629 鬱結 凝心
11630 瘀血 凝血
11631 工具 器具
11631 道具 器具
11631 槍械武器 器具
11631 器具 器具
11632 器官 器官
11633 注重 器重
11633 重視 器重
11633 器重 器重
11634 不識趣 儑面
11634 無知 儑面
11634 傻瓜 儑面
11634 傻楞楞 儑面
11635 忌口 噤喙
11635 忌嘴 噤喙
11635 禁吃某些食物 噤喙
11637 不識趣 儑頭儑面
11637 無知 儑頭儑面
11637 傻瓜 儑頭儑面
11637 傻楞楞 儑頭儑面
11638 哎 噯
11639 壁 壁
11639 牆 壁
11639 牆壁 壁
11640 施肥 壅
11641 壇 壇
11642 學 學
11643 模仿 學
11643 學 學
11643 學習 學
11644 模仿別人 學人
11645 學力 學力
11646 學士 學士
11647 學工夫 學工夫
11647 學技藝 學工夫
11647 學武藝 學工夫
11648 嗩吶 噯仔
11649 私塾 學仔
11649 學校 學仔
11649 學堂 學仔
11650 古板 學仔仙
11650 迂腐 學仔仙
11650 知識分子 學仔仙
11651 施肥 壅田
11652 弟子 學生
11652 學生 學生
11653 學位 學位
11654 壁洞 壁空
11654 牆洞 壁空
11655 施肥 壅肥
11656 學校 學校
11656 學堂 學校
11657 奮鬥 奮鬥
11658 學問 學問
11659 圍牆 壁堵
11659 壁 壁堵
11659 牆 壁堵
11659 牆壁 壁堵
11660 學校 學堂
11660 學堂 學堂
11661 學理 學理
11662 學習 學習
11663 學術 學術
11664 學期 學期
11665 學費 學費
11666 學業 學業
11667 學舌 學話
11668 學生宿舍 學寮
11669 不作聲 噷噷
11669 不吭聲 噷噷
11670 壁櫥 壁櫥
11671 憑 憑
11672 憲 憲
11673 懍 懍
11673 膽 懍
11674 戰 戰
11675 砸 撼
11676 擂 擂
11676 磨 擂
11676 擊 擂
11677 挑 擇
11677 揀 擇
11677 擇 擇
11677 選 擇
11678 射 擉
11678 彈 擉
11679 擋 擋
11680 練 操
11680 操 操
11681 操 操
11682 捕捉 擒
11682 擒 擒
11683 擔 擔
11684 扛 擔
11684 抬 擔
11684 挑 擔
11684 擔 擔
11685 擔 擔
11685 擔子 擔
11685 攤 擔
11685 攤販 擔
11686 由 據
11686 任 據
11686 任由 據
11686 任憑 據
11686 在 據
11686 從 據
11686 隨 據
11686 隨便 據
11686 聽憑 據
11687 搧 擛
11688 整 整
11689 挑伕 擔工
11690 掛心 操心
11690 掛慮 操心
11690 煩惱 操心
11690 操心 操心
11690 擔心 操心
11691 挑水 擔水
11692 招手 擛手
11693 擔仔麵 擔仔麵
11693 擔擔麵 擔仔麵
11694 擔任 擔任
11695 任由 據在
11695 任憑 據在
11695 隨便 據在
11695 聽憑 據在
11696 憲兵 憲兵
11697 操作 操作
11698 坦克車 戰車
11698 裝甲車 戰車
11698 戰車 戰車
11699 老實 憑良心
11699 憑良心 憑良心
11700 憲法 憲法
11701 戰爭 戰爭
11702 挑肥料 擔肥
11702 挑糞 擔肥
11703 保障 擔保
11703 保證 擔保
11703 擔保 擔保
11704 阻擋 擋咧
11704 站住 擋咧
11704 停止 擋咧
11705 挑肥料 擔屎
11705 挑糞 擔屎
11706 搧風 擛風
11707 戰鬥 戰鬥
11708 收拾 整理
11708 款 整理
11708 整理 整理
11709 乳缽 擂缽
11709 擂缽 擂缽
11710 戰術 戰術
11711 操勞 操勞
11712 怯場 懍場
11713 戰地 戰場
11713 戰場 戰場
11714 懊惱 懊惱
11715 戰亂 戰亂
11716 依據 憑準
11716 憑據 憑準
11716 證據 憑準
11717 操心 操煩
11717 擔心 操煩
11718 擔當 擔當
11719 整頓 整頓
11720 打鼓 擂鼓
11720 敲鼓 擂鼓
11721 氣嘟嘟 懊嘟嘟
11721 嘟嘴 懊嘟嘟
11721 擺臭臉 懊嘟嘟
11722 杵 擂槌
11722 魯鈍 擂槌
11723 打算盤 擉算盤
11724 整齊 整齊
11725 擔憂 擔憂
11726 操練 操練
11727 依據 憑據
11727 憑據 憑據
11727 證據 憑據
11728 擔輸贏 擔輸贏
11729 耐力 擋頭
11730 所肩負的責任 擔頭
11730 承擔 擔頭
11730 負擔 擔頭
11730 擔子 擔頭
11730 擔當 擔頭
11731 擁護 擁護
11732 樹 樹
11732 樹木 樹
11733 橋 橋
11734 套 橐
11734 袋 橐
11734 袋子 橐
11734 裝 橐
11735 套 橐
11736 截 橛
11737 果實 樹子
11737 樹子 樹子
11738 日記 曆日
11738 日誌 曆日
11738 日曆 曆日
11739 樹 樹木
11739 樹木 樹木
11740 樹 樹仔
11740 樹木 樹仔
11741 套 橐仔
11741 袋 橐仔
11741 袋子 橐仔
11742 橡皮 樹奶
11743 口香糖 樹奶糖
11744 樹梢 樹尾
11745 樹豆 樹豆
11746 樹幹 樹身
11747 樹林 樹林
11748 樹杈 樹枝
11748 樹枝 樹枝
11749 樹根 樹根
11750 樹苗 樹栽
11750 樹栽 樹栽
11751 機密 機密
11752 機械 機械
11752 機器 機械
11753 口袋 橐袋仔
11754 橋上 橋頂
11755 機場 機場
11756 樹杈 樹椏
11756 樹枝 樹椏
11757 樹枝 樹絡
11758 時機 機會
11758 機會 機會
11759 橋下 橋跤
11760 橋墩 橋墩
11761 樹蔭 樹蔭
11762 機械 機器
11762 機器 機器
11763 摔桶 機器桶
11763 機器桶 機器桶
11764 樹上 樹頭
11764 樹根 樹頭
11765 橋頭 橋頭
11766 樹薯 樹薯
11767 機關 機關
11768 連珠砲 機關銃
11768 機關槍 機關銃
11769 草橄欖 橄欖
11769 橄欖 橄欖
11770 橫 橫
11771 吹 歕
11772 溼 澹
11772 潮溼 澹
11773 激 激
11774 濁 濁
11775 使力 激力
11775 使勁 激力
11776 搞笑 激五仁
11777 氣憤 激心
11777 惱怒 激心
11777 煩惱 激心
11778 吹熄 歕火
11779 歷史 歷史
11780 置身事外 激外外
11781 忤逆 橫扴
11781 違背 橫扴
11781 違逆 橫扴
11782 裝傻 激怐怐
11782 裝蒜 激怐怐
11783 反正 橫直
11783 無論如何 橫直
11783 橫豎 橫直
11784 拿喬 激空
11784 拿翹 激空
11784 裝腔作勢 激空
11785 擺架子 激屎
11786 拿派頭 激派頭
11786 裝模作樣 激派頭
11786 端架子 激派頭
11786 擺架子 激派頭
11787 吹氣 歕風
11788 擺臉色 激面腔
11789 嘔氣 激氣
11789 賭氣 激氣
11790 拿派頭 激氣
11790 端架子 激氣
11790 擺架子 激氣
11791 強烈 激烈
11791 劇烈 激烈
11791 激烈 激烈
11792 橫財 橫財
11793 凶橫 橫逆
11794 釀酒 激酒
11795 矯亢 激骨
11796 煉樟腦 激腦
11797 溼淋淋 澹漉漉
11797 溼答答 澹漉漉
11797 溼漉漉 澹漉漉
11798 溼淋淋 澹糊糊
11798 溼答答 澹糊糊
11798 溼漉漉 澹糊糊
11799 吹哨子 歕觱仔
11800 吹牛 歕雞胿
11800 吹牛皮 歕雞胿
11800 吹噓 歕雞胿
11800 故說八道 歕雞胿
11800 胡扯 歕雞胿
11800 脹氣 歕雞胿
11800 說大話 歕雞胿
11800 瞎扯 歕雞胿
11801 吹氣球 歕雞胿仔
11802 不講理 橫霸霸
11802 霸道 橫霸霸
11802 蠻橫 橫霸霸
11803 燃 燃
11803 燒 燃
11804 燈 燈
11805 燉 燉
11806 燒 燒
11807 燕 燕
11807 燕子 燕
11807 燕仔 燕
11808 煨 燖
11808 熬 燖
11808 燉 燖
11809 燙 燙
11810 燜 燜
11811 杯 甌
11811 杯子 甌
11811 茶杯 甌
11812 揍 甍
11812 擊 甍
11813 燈心 燈心
11813 燈芯 燈心
11814 熱水 燒水
11815 生火 燃火
11815 起火 燃火
11815 點火 燃火
11816 燈火 燈火
11816 燈光 燈火
11817 燕 燕仔
11817 燕子 燕仔
11817 燕仔 燕仔
11818 杯子 甌仔
11818 茶杯 甌仔
11819 獨立 獨立
11820 燒肉 燒肉
11821 單身 獨身
11821 獨身 獨身
11822 燒紙錢 燒金
11823 燒香 燒香
11824 燈座 燈座
11825 燒柴 燃柴
11826 發燒 燒烙
11826 暖和 燒烙
11826 溫暖 燒烙
11827 酒 燒酒
11827 燒酒 燒酒
11828 燒酒螺 燒酒螺
11829 燒酒雞 燒酒雞
11830 燈謎 燈猜
11831 燙到 燒著
11832 獨裁 獨裁
11833 燜飯 燜飯
11834 燈塔 燈塔
11835 熱騰騰 燒滾滾
11836 燕窩 燕窩
11837 發燒 燒熱
11837 溫暖 燒熱
11838 只有 獨獨
11838 偏偏 獨獨
11838 僅僅 獨獨
11839 燉鍋 燖鍋
11840 瘸 瘸
11841 瞞 瞞
11841 騙 瞞
11842 磚 磚
11842 磚塊 磚
11842 磚頭 磚
11843 挨 磨
11843 推 磨
11843 磨 磨
11844 磨 磨
11845 存 積
11845 積 積
11846 芽 穎
11846 嫩芽 穎
11847 瘸手 瘸手
11848 瞞天過海 瞞天過海
11849 磚 磚仔
11849 磚塊 磚仔
11849 磚頭 磚仔
11850 研磨缽 磨坩
11851 磟碡 磟碡
11852 跛腳 瘸跤
11852 瘸腳 瘸跤
11852 瘸腿 瘸跤
11853 碾米 磨粿
11853 磨米 磨粿
11853 磨米製粿 磨粿
11853 磨製年糕 磨粿
11853 礱米 磨粿
11854 積善 積德
11854 積德 積德
11855 欺瞞 瞞騙
11855 欺騙 瞞騙
11855 瞞騙 瞞騙
11856 竿 篙
11856 篙 篙
11857 強奪 篡
11857 篡 篡
11857 霸占 篡
11858 梳子 篦
11858 編竹子 篦
11859 抖動 篩
11859 搖動 篩
11859 篩 篩
11859 篩子 篩
11859 濾網 篩
11859 藥篩子 篩
11860 米糕 糕
11860 糕 糕
11860 糕點 糕
11861 糖 糖
11862 吊上去 縋
11862 縋下來 縋
11863 圍 縖
11863 繫 縖
11864 綁 縛
11865 縣 縣
11866 糖精 糖丹
11867 藥篩子 篩斗
11868 糖水 糖水
11869 篩 篩仔
11869 篩子 篩仔
11869 濾網 篩仔
11870 糕 糕仔
11870 糕點 糕仔
11871 甜食 糕仔餅
11871 糕餅 糕仔餅
11871 囍餅 糕仔餅
11872 糖果餅乾 糖仔餅
11874 縣立 縣立
11875 甜甜蜜蜜 糖甘蜜甜
11876 金含 糖含仔
11876 糖果 糖含仔
11876 糖球 糖含仔
11877 糖尿病 糖尿病
11878 縣長 縣長
11879 糖粉 糖粉
11880 敏捷 窸倏
11880 趕快 窸倏
11880 趕緊 窸倏
11881 唏哩呼嚕 窸窣叫
11882 穿裙子 縖裙
11883 纏足 縛跤
11884 包粽子 縛粽
11885 糖膏 糖膏
11886 糖廍 糖廠
11886 糖廠 糖廠
11887 糖蔥 糖蔥
11888 窸窸窣窣 窸窸窣窣
11889 冰糖 糖霜
11890 糖廍 糖廍
11890 糖廠 糖廍
11891 凸 膨
11891 包 膨
11891 鼓脹 膨
11891 蓬鬆 膨
11891 膨 膨
11892 身孕 膭
11892 稻穗 膭
11893 旺盛 興
11893 發展 興
11893 興 興
11894 嗜好 興
11894 愛好 興
11894 興 興
11895 朵 蕊
11895 蕊 蕊
11896 水腫 膭水
11896 浮腫 膭水
11896 提水 膭水
11897 豐滿 膨皮
11898 彈簧床 膨床
11899 夭壽 膨肚短命
11899 死鬼 膨肚短命
11899 短命鬼 膨肚短命
11900 旺盛 興旺
11900 發展 興旺
11900 興 興旺
11900 興盛 興旺
11900 繁榮 興旺
11901 起水泡 膨疱
11901 潦泡 膨疱
11901 潦漿泡 膨疱
11902 吹牛 膨風
11902 吹牛皮 膨風
11902 吹噓 膨風
11902 肚子脹 膨風
11902 肚子脹大 膨風
11902 故說八道 膨風
11902 胡扯 膨風
11902 脹氣 膨風
11902 誇口 膨風
11902 說大話 膨風
11902 瞎扯 膨風
11903 麵龜 膨風龜
11904 泡粉 膨粉
11905 毛線 膨紗
11906 毛衣 膨紗衫
11906 毛線衣 膨紗衫
11907 盛衰 興衰
11907 榮枯 興衰
11907 興衰 興衰
11908 好酒 興酒
11908 喜歡喝酒 興酒
11909 沙發 膨椅
11909 沙發椅 膨椅
11910 氣乎乎 膨獅獅
11910 氣鼓鼓 膨獅獅
11910 膨鬆 膨獅獅
11911 松鼠 膨鼠
11912 挨罵 膨餅
11912 碰釘子 膨餅
11913 興趣 興趣
11914 滾來滾去 翱翱輾
11915 興味 興頭
11915 興趣 興頭
11915 興頭 興頭
11916 脂肪層 膩瓤
11917 曲身 蝹
11917 蜷曲 蝹
11918 脫 褪
11918 褪 褪
11919 打開 褫
11919 展開 褫
11919 睜開 褫
11919 撐開 褫
11920 褲 褲
11921 脫皮 褪皮
11921 脫殼 褪皮
11921 蛻皮 褪皮
11921 褪皮 褪皮
11922 打赤腳 褪赤跤
11923 脫衣 褪衫
11923 褪衣 褪衫
11924 腰帶 褲帶
11925 褲袋 褲袋仔
11926 脫皮 褪殼
11926 脫殼 褪殼
11926 蛻皮 褪殼
11926 褪皮 褪殼
11927 打開 褫開
11928 打赤膊 褪腹裼
11929 褲腳 褲跤
11929 褲管 褲跤
11930 換牙 褪齒
11931 脫褲子 褪褲
11932 光屁股 褪褲𡳞
11933 過溝菜蕨 蕨貓
11933 過貓 蕨貓
11933 蕨貓 蕨貓
11934 褲腰 褲頭
11935 親 親
11936 拐騙 諞
11936 詐欺 諞
11936 騙 諞
11937 哦 諾
11938 戲弄 謔
11939 小貓 貓
11939 貓 貓
11939 貓咪 貓
11940 剩 賰
11941 賴 賴
11942 踉蹌 蹁
11943 蹄 蹄
11944 同姓 親人
11944 同宗 親人
11944 親人 親人
11945 親切 親切
11946 親友 親友
11947 親手 親手
11947 親自 親手
11947 親身 親手
11948 哨子 觱仔
11949 小貓 貓仔
11949 貓 貓仔
11949 貓咪 貓仔
11950 拐子 諞仙仔
11950 郎中 諞仙仔
11950 騙子 諞仙仔
11951 親生 親生
11952 親眼 親目
11953 親手 親身
11953 親自 親身
11953 親身 親身
11954 婚姻大事 親事
11954 親事 親事
11954 親戚 親事
11955 毛竹 貓兒竹
11955 孟宗竹 貓兒竹
11956 親家母 親姆
11957 親家的母親 親姆婆
11958 剩下的 賰的
11959 接近 親近
11959 親近 親近
11959 親密 親近
11959 親善 親近
11960 小貓 貓咪
11960 貓 貓咪
11960 貓咪 貓咪
11961 麻臉 貓面
11962 親家 親家
11963 親家的父親 親家公
11964 謀財害命 謀財害命
11965 同姓 親骨肉
11965 同宗 親骨肉
11965 至親 親骨肉
11965 骨肉 親骨肉
11965 親人 親骨肉
11965 親骨肉 親骨肉
11966 同宗 親堂
11966 堂房 親堂
11967 接近 親密
11967 親近 親密
11967 親密 親密
11967 親善 親密
11968 至親 親情
11968 親戚 親情
11968 親屬 親情
11969 至親 親戚
11969 族親 親戚
11969 親戚 親戚
11969 親族 親戚
11969 親屬 親戚
11970 親朋好友 親情五十
11971 至親 親族
11971 族親 親族
11971 親戚 親族
11971 親族 親族
11971 親屬 親族
11972 親口 親喙
11973 心愛 親愛
11973 親愛 親愛
11974 好比 親像
11974 好像 親像
11974 彷彿 親像
11974 儼然 親像
11975 花花的 貓貓
11976 剩下的錢 賰錢
11976 積蓄 賰錢
11977 夜貓子 貓頭鳥
11977 夜鴞 貓頭鳥
11977 夜鷺 貓頭鳥
11977 貓頭鷹 貓頭鳥
11978 天露曙光 貓霧仔光
11978 破曉 貓霧仔光
11978 黎明 貓霧仔光
11978 曙光 貓霧仔光
11979 天露曙光 貓霧光
11979 破曉 貓霧光
11979 曙光 貓霧光
11980 翻滾 躽
11981 輸 輸
11982 辦 辦
11983 選 選
11984 徘徊遊走 遹
11984 短暫停留 遹
11986 清醒 醒
11986 醒 醒
11987 鋸 鋸
11988 鋼 鋼
11989 記載 錄
11989 採用 錄
11989 錄 錄
11990 入口 輸入
11990 進口 輸入
11990 輸入 輸入
11991 辦公 辦公
11992 扮家家酒 扮公伙仔
11993 選手 選手
11994 鋸子 鋸仔
