n_no kokgi_v 閩南語詞目
10660 挑撥 煽動
10660 唆使 煽動
10660 搬弄 煽動
10660 煽動 煽動
10660 慫恿 煽動
10661 水桶 漩桶
10662 演習 演習
10663 爛貨 漚貨
10664 漱口 漉喙
10665 漏稅 漏稅
10666 演義 演義
10667 逐漸 漸漸
10667 慢慢 漸漸
10667 漸漸 漸漸
10668 泥濘 漉糊糜
10668 爛泥 漉糊糜
10669 表演 演戲
10669 裝模作樣 演戲
10669 演戲 演戲
10670 演說 演講
10670 演講 演講
10670 講演 演講
10671 中醫 漢醫
10671 漢醫 漢醫
10672 中藥 漢藥
10673 中藥鋪 漢藥店
10674 端架子 漲懸價
10675 醃鹹菜 漚鹹菜
10676 演變 演變
10677 悶熱 漚鬱熱
10678 熊 熊
10679 熔 熔
10679 鑄熔 熔
10680 蒸 熗
10681 疑 疑
10682 懷疑 疑心
10684 疑神疑鬼 疑神疑鬼
10685 疑問 疑問
10686 瑪瑙 瑪瑙
10687 而已 爾爾
10688 熊膽 熊膽
10689 盡 盡
10690 監 監
10691 釉 碭
10692 碳 碳
10693 禍 禍
10694 禍 禍
10695 福 福
10696 盡力 盡力
10696 竭力 盡力
10697 碩士 碩士
10698 碟子 碟仔
10699 囚犯 監囚
10699 貪吃鬼 監囚
10699 餓鬼 監囚
10700 福利 福利
10701 福杉 福杉
10702 牢獄 監牢
10702 監牢 監牢
10702 監獄 監牢
10703 盡忠 盡忠
10704 福相 福相
10705 福分 福氣
10705 福氣 福氣
10705 福澤 福氣
10706 福眼 福眼
10707 盡量 盡量
10708 監督 監督
10709 囚禁 監禁
10709 監禁 監禁
10710 牢獄 監獄
10710 監牢 監獄
10710 監獄 監獄
10711 極限 盡磅
10712 種 種
10713 種 種
10714 種 種
10715 竹蓆 箅
10716 元 箍
10716 圈 箍
10717 箔 箔
10718 算 算
10719 算 算
10720 管 管
10721 管 管
10722 管 管
10723 箸 箸
10724 粽 粽
10725 精 精
10726 精 精
10727 精 精
10728 粿 粿
10729 綠 綠
10730 精力 精力
10731 種子 種子
10732 竹屏 箅仔
10733 板條 粿仔
10733 河粉 粿仔
10734 綢 綢仔
10735 一塊半 箍半
10736 不偏不倚 端正
10736 四方端正 端正
10736 端正 端正
10737 精明 精光
10737 聰明 精光
10737 聰敏 精光
10737 聰慧 精光
10737 聰穎 精光
10737 識 精光
10738 印模 粿印
10739 綜合 綜合
10740 精肉 精肉
10740 瘦肉 精肉
10741 綠竹 綠竹
10742 綠色 綠色
10743 綠竹筍 綠竹筍
10744 栽種 種作
10744 種植 種作
10745 綠豆 綠豆仔
10746 硬綠豆 綠豆鬼
10747 稱呼 稱呼
10747 稱謂 稱呼
10748 相命 算命
10748 算命 算命
10749 算法 算法
10750 理會 管待
10751 不管他 管待伊
10752 牲畜 精牲
10752 畜生 精牲
10752 畜牲 精牲
10752 禽獸 精牲
10753 管家 管家
10754 相差 精差
10755 管家婆 管家婆
10756 種牛痘 種珠
10756 種痘 種珠
10757 心力 精神
10757 心思 精神
10757 情緒 精神
10757 睡醒 精神
10757 精神 精神
10758 不划算 算袂和
10758 不合算 算袂和
10758 不值得 算袂和
10758 划不來 算袂和
10759 看做 算做
10760 派出所員警 管區的
10760 警察 管區的
10761 精密 精密
10762 安排 管理
10762 處置 管理
10762 發落 管理
10762 管理 管理
10763 精通 精通
10764 不划算 算無盤
10764 不合算 算無盤
10764 不值得 算無盤
10764 划不來 算無盤
10765 奴才 箍絡
10767 粿葉 粿葉
10768 各式 種種
10768 各種 種種
10768 種種 種種
10769 粿粽 粿粽
10770 算帳 算數
10771 理財 管數
10771 管帳 管數
10772 算盤 算盤
10773 粽葉 粽箬
10774 管轄 管轄
10775 算數 算額
10776 種類 種類
10777 管顧 管顧
10778 筷筒 箸籠
10778 筷籠 箸籠
10778 箸筒 箸籠
10779 網 網
10779 網子 網
10780 網 網
10781 跟 綴
10781 跟班 綴
10781 跟隨 綴
10781 隨 綴
10781 隨從 綴
10782 紅布 綵
10782 紅綵 綵
10782 彩 綵
10782 綵 綵
10783 束 綹
10784 綿 綿
10785 行動迅速 緊
10785 快 緊
10785 猛 緊
10786 罰 罰
10787 腿 腿
10788 私奔 綴人走
10789 快手 緊手
10790 腐化 腐化
10791 網 網仔
10791 網子 網仔
10792 衛生紙 綿仔紙
10793 死心塌地 綿死綿爛
10794 快走 緊行
10795 魚腹肉 膁肚
10796 事緩則圓 緊事寬辦
10796 急事緩辦 緊事寬辦
10796 欲速則不達 緊事寬辦
10797 性急 緊性
10797 急性 緊性
10797 急性子 緊性
10798 罰金 罰金
10798 罰款 罰金
10799 跟前跟後 綴前綴後
10800 維持 維持
10801 肘子 腿庫
10801 蹄膀 腿庫
10802 膀胱 膀胱
10803 緊張 緊張
10804 罰站 罰徛
10805 罰單 罰單
10806 罰金 罰款
10807 跟會 綴會仔
10808 跟屁股 綴路
10809 早晚 緊慢
10809 遲早 緊慢
10810 綾羅綢緞 綾羅綢緞
10811 拖油瓶 綴轎後的
10812 專注 綿爛
10812 認真 綿爛
10813 醃製 膎
10814 膏 膏
10815 搞 舞
10815 舞 舞
10815 變 舞
10816 大蒜 蒜
10816 蒜 蒜
10816 蒜苗 蒜
10817 購置 蓄
10818 蓆 蓆
10819 蓋 蓋
10820 蓋 蓋
10820 彈 蓋
10821 蓋子 蓋
10822 舞女 舞女
10823 蒜苗 蒜仔
10824 蒜苔 蒜仔花
10825 舞台 舞台
10825 舞臺 舞台
10826 膏肓 膏肓
10827 購置房子 蓄厝
10828 蒜泥 蒜茸
10829 蓋被子 蓋被
10830 準備嫁粧 蓄嫁粧
10831 胡攪蠻纏 膏膏纏
10832 大蒜 蒜頭
10833 膏藥 膏藥
10834 舞廳 舞廳
10835 花蜜 蜜
10835 蜂蜜 蜜
10835 蜜 蜜
10835 蜜汁 蜜
10836 捲 蜷
10836 蜷 蜷
10837 消退 蝕
10837 減少 蝕
10837 蝕 蝕
10837 虧損 蝕
10838 蜜月 蜜月
10839 日食 蝕日
10839 日蝕 蝕日
10840 月食 蝕月
10840 月蝕 蝕月
10841 倒貼 蝕本
10841 貼錢 蝕本
10841 蝕本 蝕本
10841 賠本 蝕本
10841 賠錢 蝕本
10841 虧本 蝕本
10842 折秤 蝕重
10843 蜘蛛 蜘蛛
10844 蜘蛛網 蜘蛛網
10845 裾 裾
10845 襟 裾
10846 認 認
10847 誓 誓
10848 誓 誓
10849 勾引 誘
10849 引誘 誘
10849 誘 誘
10849 誘導 誘
10850 語 語
10851 語 語
10852 誡 誡
10853 誤 誤
10854 說 說
10855 說 說
10856 說 說
10857 賒 賒
10858 趕 趕
10859 爬行 趖
10859 閒蕩 趖
10859 遊蕩 趖
10859 緩慢 趖
10859 蠕動 趖
10860 趕工 趕工
10861 誓不兩立 誓不兩立
10862 賒欠 賒欠
10863 安份 認份
10863 認份 認份
10864 認同 認同
10865 道謝 說多謝
10866 賑災 賑災
10867 語言 語言
10868 認定 認定
10869 解說 說明
10869 解釋 說明
10869 說明 說明
10870 語法 語法
10871 說客 說客
10872 打拚 認真
10872 認真 認真
10873 製造 製造
10874 誤會 誤會
10875 招認 認罪
10875 認罪 認罪
10876 誦經 誦經
10877 誤會 誤解
10877 誤解 誤解
10878 認路 認路
10879 趕路 趕路
10880 趕快 趕緊
10881 掛帳 賒數
10881 掛帳賒賣 賒數
10881 賒帳 賒數
10882 誣賴 誣賴
10883 認輸 認輸
10884 認錯 認錯
10885 道謝 說謝
10886 踅 踅
10886 繞 踅
10886 轉 踅
10887 輕 輕
10888 嗆 辣
10888 辣 辣
10889 脫 遛
10889 褪 遛
10890 遠 遠
10891 遠 遠
10892 鄙 鄙
10893 酵 酵
10893 酵母 酵
10894 酸 酸
10895 酺 酺
10896 剪 鉸
10896 蛀掉 鉸
10896 鉸 鉸
10897 別 鉼
10898 片 鉼
10898 片狀 鉼
10898 個性 鉼
10898 習性 鉼
10898 脾氣 鉼
10899 銀 銀
10900 剪刀 鉸刀
10902 輕手輕腳 輕手
10903 失手 遛手
10904 輕鬆 輕可
10905 酵 酵母
10905 酵母 酵母
10906 破皮 遛皮
10906 脫皮 遛皮
10906 擦破皮 遛皮
10907 酸中帶甜 酸甘甜
10908 心狠手辣 酷刑
10908 殘忍 酷刑
10908 殘酷 酷刑
10909 銀色 銀色
10910 銀行 銀行
10911 輔助 輔助
10911 幫忙 輔助
10911 幫助 輔助
10912 小毛頭 遛疕仔
10912 小鬼 遛疕仔
10912 小鬼頭 遛疕仔
10913 郊遊 遠足
10913 遠足 遠足
10914 銅板 銀角仔
10915 輕便 輕便
10916 繞圈子 踅玲瑯
10917 輕重 輕重
10918 失神 踅神
10918 呆滯 踅神
10918 沒精神 踅神
10918 恍惚 踅神
10918 無精打采 踅神
10919 小秤 輕秤
10919 沒秤頭 輕秤
10919 重量輕 輕秤
10920 冥紙 銀紙
10921 別針 鉼針
10922 剪刀 鉸剪
10923 紙鈔 銀票
10923 紙幣 銀票
10923 鈔票 銀票
10924 酸筍 酸筍
10925 逛街 踅街
10926 歧視 輕視
10926 看不起 輕視
10926 看扁 輕視
10926 輕視 輕視
10926 瞧不起 輕視
10927 鋁 輕銀
10928 喋喋不休 踅踅唸
10928 碎碎唸 踅踅唸
10928 嘮叼 踅踅唸
10929 輔導 輔導
10930 遠親 遠親
10931 輓聯 輓聯
10932 不莊重 輕薄
10932 輕佻 輕薄
10932 輕薄 輕薄
10933 輕聲細語 輕聲細說
10934 螺旋梯 踅螺梯
10935 迴轉 踅輾轉
10936 快樂 輕鬆
10936 愉快 輕鬆
10936 舒服 輕鬆
10936 輕鬆 輕鬆
10936 寬裕 輕鬆
10937 銅 銅
10938 刀背 銎
10939 銬 銬
10940 閣 閣
10941 又 閣
10941 再 閣
10942 空 隙
10942 洞 隙
10942 漏洞 隙
10942 隙 隙
10942 縫 隙
10943 再度 閣再
10943 重新 閣再
10944 再怎麼 閣較
10944 更加 閣較
10945 罐頭罐子 銅管仔
10946 銅線 銅線
10947 銅錢 銅錢
10948 低垂 頕
10949 衣領 領
10949 領 領
10949 領子 領
10950 領 領
10951 餅 餅
10952 餌 餌
10953 魂 魂
10954 鳳 鳳
10955 垂下 頕低
10956 領土 領土
10957 骰子 骰仔
10957 賭具 骰仔
10958 餅屑 餅幼仔
10959 承受 領受
10959 承擔 領受
10959 接受 領受
10959 擔負 領受
10960 糕餅店 餅店
10961 河堤 駁岸
10961 堤防 駁岸
10961 駁岸 駁岸
10962 低垂 頕垂
10963 鳳凰 鳳凰
10964 鳳凰木 鳳凰木
10965 領帶 領帶
10966 拜候 領教
10966 拜會 領教
10966 領教 領教
10967 些許 頗略仔
10967 約略 頗略仔
10967 稍微 頗略仔
10968 領袖 領袖
10969 魂魄 魂魄
10970 點頭 頕頭
10971 鼠蹊部 骱邊
10972 聞 鼻
10972 鼻 鼻
10972 鼻子 鼻
10972 鼻涕 鼻
10973 齊 齊
10974 齊 齊
10975 平均 齊勻
10975 均勻 齊勻
10975 順暢 齊勻
10976 鼻水 鼻水
10976 鼻涕 鼻水
10977 聞 鼻仔
10977 鼻 鼻仔
10977 鼻子 鼻仔
10977 鼻涕 鼻仔
10978 五官 鼻目喙
10978 面貌 鼻目喙
10979 完全 齊全
10979 齊全 齊全
10980 鼻孔 鼻空
10981 鼻息 鼻空風
10982 品味 鼻芳
10982 聞香 鼻芳
10982 嚐鮮 鼻芳
10983 鼻屎 鼻屎
10984 鼻涕 鼻屎膏
10985 鼻音 鼻音
10986 齊備 齊備
10987 鼻頭 鼻頭
10988 整數 齊頭
10989 鼻瘜肉 鼻龍
10989 鼻竇炎 鼻龍
10990 鼻翼 鼻翼
10991 價 價
10992 億 億
10993 節省 儉
10993 儉 儉
10994 劇 劇
10995 割 劌
10995 劃 劌
10996 劍 劍
10997 箭竹 劍竹
10998 價值 價值
10999 強烈 厲害
10999 猛烈 厲害
10999 厲害 厲害
10999 嚴重 厲害
11000 劇場 劇場
11001 箭竹筍 劍筍
11001 箭筍 劍筍
11002 省吃儉用 儉腸凹肚
11002 縮衣節食 儉腸凹肚
11003 節用 儉儉仔用
11003 節省 儉儉仔用
11003 節約 儉儉仔用
11003 節儉 儉儉仔用
11004 價格 價數
11004 價碼 價數
11004 價錢 價數
11005 價格 價錢
11005 價碼 價錢
11005 價錢 價錢
11006 僻靜 僻靜
11007 存錢 儉錢
11008 板眼 嘹
11008 弱拍 嘹
11009 是 嘿
11009 嘿 嘿
11010 噓 噓
11011 吸 噗
11011 抽 噗
11012 凸 噗
11012 包 噗
11012 鼓脹 噗
11012 蓬鬆 噗
11012 膨 噗
11013 心跳聲 噗
11013 拍手聲 噗
11014 噴 噴
11015 墜 墜
11016 墟 墟
11017 墨 墨
11017 墨水 墨
11017 墨汁 墨
11018 墨斗 墨斗
11019 墨 墨水
11019 墨水 墨水
11019 墨汁 墨水
11020 噴水池 噴水池
11021 墜子 墜仔
11022 增加 增加
11023 墨 墨汁
11023 墨水 墨汁
11023 墨汁 墨汁
11024 噓尿 噓尿
11025 節拍 嘹拍
11026 噴射機 噴射機
11027 墜落 墜落
11028 烏賊 墨賊仔
11028 墨魚 墨賊仔
11028 墨賊 墨賊仔
11029 腳氣病 墜跤氣
11030 噴漆 噴漆
11031 喧嘩 嘻嘻嘩嘩
11031 嘻嘻哈哈 嘻嘻嘩嘩
11031 嬉鬧 嘻嘻嘩嘩
11031 鬧哄哄 嘻嘻嘩嘩
11032 硯 墨盤
11032 硯台 墨盤
11032 硯臺 墨盤
11033 斑點 噴點
11034 吸煙 噗薰
11034 抽煙 噗薰
11035 墜繩 墜繩
11036 風騷 嬈
11036 輕佻 嬈
11037 嬌 嬌
11038 審 審
11039 寫 寫
11040 小屋 寮
11040 棚子 寮
11040 寮 寮
11041 層 層
11042 件 層
11042 層 層
11043 夾 屧
11043 塞 屧
11044 幡 幡
11044 幢幡 幡
11044 旛 幡
11045 寺 廟
11045 廟 廟
11046 廠 廠
11047 廢 廢
11048 廣 廣
11049 彈 彈
11050 射 彈
11050 蓋 彈
11050 彈 彈
11051 見 影
11051 看 影
11051 偷看 影
11051 視 影
11051 瞄 影
11051 影 影
11052 德 德
11053 大廚師 廚子
11053 廚師 廚子
11054 廟祝 廟公
11055 廢止 廢止
11056 些微 屧手縫
11057 電影 影片
11057 電影片 影片
11057 影片 影片
11058 小屋 寮仔
11058 棚子 寮仔
11058 寮 寮仔
11059 幡 幡仔
11059 旛 幡仔
11060 小廟 廟仔
11061 搶眼 影目
11061 醒目 影目
11061 顯眼 影目
11062 影印 影印
11063 寫字 寫字
11064 寺院 廟寺
11064 寺廟 廟寺
11065 徵收 徵收
11066 審判 審判
11067 廣告 廣告
11068 廚房 廚房
11069 廢物 廢物
11070 不正經 嬈花
11070 風騷 嬈花
11071 審查 審查
11072 延期 寬限
11072 寬限 寬限
11073 廟口 廟埕
11073 廟庭 廟埕
11074 審問 審問
11075 彈琴 彈琴
11076 密實 屧貼
11076 整齊 屧貼
11077 廢話 廢話
11078 幡 幢幡
11078 幢幡 幢幡
11079 徐徐地 寬寬仔
11079 慢吞吞 寬寬仔
11079 慢慢 寬寬仔
11079 慢慢地 寬寬仔
11079 慢慢兒 寬寬仔
11079 緩慢地 寬寬仔
11079 緩緩地 寬寬仔
11079 謹慎小心 寬寬仔
11080 慢慢地 寬寬仔是
11080 慢慢來 寬寬仔是
11081 廣播劇 廣播劇
11082 電影 影戲
11083 影響 影響
11084 慼 慼
11085 憂 憂
11086 鑽 戮
11087 反折 撆
11087 挽 撆
11088 撈 撈
11089 揉 撋
11089 搓 撋
11090 掏 撏
11091 撐 撐
11092 撒 撒
11093 挖 撓
11094 扭 撚
11094 搓 撚
11094 撚 撚
11095 遇 撞
11095 敲 撞
11095 撞 撞
11096 咒罵 撟
11096 詈 撟
11096 罵 撟
11097 挑 撠
11098 絕望 慼心
11098 傷心 慼心
11099 捲袖子 撆手䘼
11100 加醬油 撒豆油
11101 挑刺 撠刺
11101 剔刺 撠刺
11102 擲銅板 撚匼笑
11103 穿孔 戮空
11103 鑽孔 戮空
11103 鑽洞 戮空
11104 差錯 撞突
11104 挫折 撞突
11105 撒胡椒 撒胡椒
11106 刺破 撞破
11107 慶祝 慶祝
11108 慰問 慰問
11109 撞球 撞球
11110 衣冠楚楚 撆紮
11111 撐船 撐船
11112 慰勞 慰勞
11113 憂悶 憂悶
11113 憂愁 憂悶
11114 憤慨 憤慨
11115 憂心忡忡 憂結結
11116 撞到 撞著
11117 祝賀 慶賀
11117 慶賀 慶賀
11118 憂悶 憂愁
11118 憂愁 憂愁
11119 分寸 撙節
11119 節制 撙節
11120 可疑 憢疑
11120 狐疑 憢疑
11120 猜疑 憢疑
11120 懷疑 憢疑
11121 賭具 撚骰仔
11121 擲骰子 撚骰仔
11122 同情 憐憫
11122 憐憫 憐憫
11123 撐篙 撐篙
11124 折褲管 撆褲跤
11124 捲褲管 撆褲跤
11125 愁眉苦臉 憂頭苦面
11125 愁苦 憂頭苦面
11125 憂心忡忡 憂頭苦面
11125 憂傷 憂頭苦面
11126 愁眉苦臉 憂頭結面
11126 愁苦 憂頭結面
11126 憂心忡忡 憂頭結面
11126 憂傷 憂頭結面
11127 賭具 撚寶
11128 撒鹽 撒鹽
11129 螺紋鑽 戮鑽
11130 轆轤錐 撚鑽
11131 撥 撥
11132 商討 撨
11132 調整 撨
11132 矯正 撨
11133 切 撩
11133 割 撩
11133 裁 撩
11133 鋸 撩
11134 舀 撩
11134 撈 撩
11135 揉 撫
11135 摸 撫
11135 撫 撫
11136 撬 撬
11137 播 播
11138 撮 撮
11139 帳 數
11139 算 數
11140 數 數
11141 短時間性 暫
11141 暫 暫
11141 臨時的 暫
11142 槳 槳
11143 槽 槽
11144 樂 樂
11145 愉悅 樂
11145 樂 樂
11145 歡喜 樂
11146 敵人 敵人
11147 特意 撥工
11147 撥冗 撥工
11148 對手 敵手
11148 敵手 敵手
11149 暴牙 暴牙
11150 姑且 暫且
11150 暫時 暫且
11151 槳 槳仔
11152 插秧 佈田
11153 帳目 數目
11154 蒔田管 佈田管
11155 數字 數字
11156 思念 數念
11156 掛念 數念
11156 想念 數念
11156 懷念 數念
11157 帳房 數房
11158 撈油 撩油
11159 勉強度日 暫度
11159 暫度 暫度
11160 播音 播音
11161 姑且 暫時
11161 暫時 暫時
11162 調時間 撨時鐘
11162 調時鐘 撨時鐘
11163 廣播 播送
11163 播放 播送
11163 播送 播送
11164 帳單 數單
11165 撥開 撥開
11166 數量 數量
11167 樂隊 樂隊
11168 樂園 樂園
11169 妄想 數想
11170 協商 撨摵
11170 商議 撨摵
11170 調度 撨摵
11171 幸災樂禍 樂暢
11171 愉快 樂暢
11171 歡喜 樂暢
11172 插秧 佈稻仔
11173 撥空 撥駕
11174 撫育 撫養
11174 撫養 撫養
11174 養育 撫養
11174 餵育 撫養
11175 數學 數學
11176 抽芽 暴穎
11176 發芽 暴穎
11176 萌芽 暴穎
11177 豬脖子肉 槽頭
11177 豬頸肉 槽頭
11178 帳房 數櫃
11179 帳目 數額
11180 帳本 數簿
11180 帳簿 數簿
11181 暴露 暴露
11182 樂觀 樂觀
11183 樓 樓
11184 標 標
11185 標 標
11186 樟 樟
11186 樟樹 樟
11187 樹脂 樠
11188 模 模
11188 模子 模
11188 輪廓 模
11189 形式 樣
11189 形狀 樣
11189 樣 樣
11190 漿 漿
11191 潑 潑
11192 泔水 潘
11192 洗米水 潘
11192 餿水 潘
11193 泔水 潘水
11193 洗米水 潘水
11193 餿水 潘水
11194 樓房 樓仔
11195 樟樹 樟仔
11196 樓房 樓仔厝
11197 標本 標本
11198 頂樓 樓尾頂
11199 漿洗 漿泔
11200 餿水 潘泔
11201 濺雨 潑雨
11202 漿洗 漿洗
11203 標致 標致
11203 標緻 標致
11204 漿衣 漿衫
11204 漿衣服 漿衫
11204 漿衣裳 漿衫
11205 餿水桶 潘桶
11206 樓梯 樓梯
11207 樓上 樓頂
11208 標會 標會仔
11209 目標 標準
11209 標準 標準
11210 樟腦 樟腦
11210 樟腦丸 樟腦
11211 樓下 樓跤
11212 模樣 模樣
11213 楷模 模範
11213 榜樣 模範
11213 模範 模範
11214 商標 標頭
11215 標頭 標頭
11216 潤 潤
11217 小水池 潭
11217 潭 潭
11218 不合理 潲
11218 不愉快 潲
11218 無用 潲
11218 無聊 潲
11218 精液 潲
11219 噴 澍
11220 湧出 濆
11221 熟 熟
11222 熱 熥
11223 熨 熨
11223 燙 熨
11224 熬 熬
11225 熟手 熟手
11226 熨斗 熨斗
11227 小水池 潭仔
11228 熟識 熟似
11229 熟人 熟似人
11230 燙金 熨金
11231 潮流 潮流
11232 潦草 潦草
11233 澄清 澄清
11234 角瓜 澎湖菜瓜
11234 稜角絲瓜 澎湖菜瓜
11234 澎湖絲瓜 澎湖菜瓜
11235 春捲 潤餅𩛩
11236 熟鐵 熟鐵
11237 熱 熱
11238 熱 熱
11238 燒 熱
11239 獎 獎
11240 瘡 瘡
11241 瘤 瘤
11242 貧瘠 瘦
11242 瘦 瘦
11243 皺 皺
11244 盤 盤
11245 夏天 熱人
11246 夏天 熱天
11247 熱心 熱心
11248 盤子 盤仔
11249 盤古 盤古
11250 水鑽 璇石
11250 金剛石 璇石
11250 鑽石 璇石
11251 乏地 瘦田
11251 脊田 瘦田
11251 薄田 瘦田
11252 精肉 瘦肉
11252 瘦肉 瘦肉
11253 轉車 盤車
11254 瘦巴巴 瘦卑巴
11254 瘦皮猴 瘦卑巴
11254 瘦骨如柴 瘦卑巴
11255 瘦長 瘦抽
11255 瘦高 瘦抽
11256 獎狀 獎狀
11257 獎金 獎金
11258 熱毒 熱毒
11259 瘟疫 瘟疫
11260 熱帶 熱帶
11261 皺紋 皺痕
11262 口角 盤喙錦
11262 仇人 盤喙錦
11262 抬槓 盤喙錦
11262 爭吵 盤喙錦
11262 爭吵互罵 盤喙錦
11262 爭論 盤喙錦
11262 相嚷 盤喙錦
11262 冤家 盤喙錦
11263 瘦皮猴 瘦猴
11265 中暑 熱著
11266 爭執 盤話
11266 爭論 盤話
11266 爭辯 盤話
11266 鬥嘴 盤話
11267 熱咳 熱嗽
11268 交往 盤撋
11268 交情 盤撋
11268 交際 盤撋
11268 交際往來 盤撋
11268 交際應酬 盤撋
11268 應酬 盤撋
11269 盤點 盤數
11270 獎勵 獎勵
11271 皺巴巴 皺襞襞
11272 閉眼 瞌
11272 瞌眼 瞌
11273 炸開 磅
11273 秤 磅
11273 量 磅
11273 磅 磅
11274 碰觸 磕
11274 磕 磕
11275 稻 稻
11276 稿 稿
11277 貧窮 窮
11277 散 窮
11277 窮 窮
11278 貧窮 窮
11278 散 窮
11278 窮 窮
11279 清 窮
11279 整理 窮
11279 籌 窮
11280 窯 窯
11281 竹鞭 箠
11281 箠 箠
11282 籜 箬
11283 箭 箭
11284 箱 箱
11284 箱子 箱
11284 箱籠 箱
11285 法碼 磅子
11285 砝碼 磅子
11286 計較 窮分
11287 秤 磅仔
11287 稱 磅仔
11287 磅秤 磅仔
11288 竹枝 箠仔
11288 竹條 箠仔
11288 教鞭 箠仔
11289 箱 箱仔
11289 箱子 箱仔
11289 箱籠 箱仔
11290 油炸豬皮 磅皮
11291 爆米花 磅米芳
11292 確定 確定
11293 涵洞 磅空
11293 隧道 磅空
11294 秤重 磅重
11295 晒穀場 稻埕
11296 稻草 稻草
11297 草人 稻草人
11297 稻草人 稻草人
11298 動不動 磕袂著
11299 相撞 磕著
11299 撞到 磕著
11300 真實 確實
11300 實在 確實
11300 確實 確實
11301 計量錶 磅錶
11301 電表 磅錶
11301 儀錶 磅錶
11302 商埠 碼頭
11302 船埠 碼頭
11302 渡口 碼頭
11302 渡頭 碼頭
11302 港口 碼頭
11302 碼頭 碼頭
11303 叩首 磕頭
11303 叩頭 磕頭
11303 磕頭 磕頭
11304 稻穗 稻穗
11305 箱 箱籠
11305 箱子 箱籠
11305 箱籠 箱籠
11306 篇 篇
11307 小盒子 篋
11307 盒子 篋
11308 貼 糊
11308 塗抹 糊
11308 糊 糊
11309 炸 糋
11310 線 線
11311 疊 緟
11312 緣 緣
11313 編 編
11314 緩 緩
11315 練 練
11315 練習 練
11316 責怪 罵
11316 責備 罵
11316 責難 罵
11316 罵 罵
11317 責怪 罵
11317 責備 罵
11317 責難 罵
11317 罵 罵
11317 譴責 罵
11318 黏人 糊人
11318 纏人 糊人
11319 小盒子 篋仔
11319 匣子 篋仔
11319 盒子 篋仔
11320 漿糊 糊仔
11321 練字 練字
11322 編曲 編曲
11323 英俊 緣投
11324 因由 緣故
11324 原由 緣故
11324 原因 緣故
11324 緣故 緣故
11325 香 線香
11326 線索 線索
11327 練習 練習
11328 界限 範圍
11328 領域 範圍
11328 範圍 範圍
11329 寸棗 寸棗
11330 吹牛 練痟話
11330 胡說八道 練痟話
11331 情況 範勢
11331 態勢 範勢
11332 胡塗 糊塗
11333 門路 線路
11333 途徑 線路
11333 管道 線路
11333 管線 線路
11333 線條 線路
11334 天花亂墜 糊瘰瘰
11334 誇大不實 糊瘰瘰
11335 編輯 編輯
11336 端倪 線頭
11336 端緒 線頭
11336 線索 線頭
11336 線頭 線頭
11336 線頭兒 線頭
11336 髮髻 線頭
11336 頭緒 線頭
11337 免除 罷
11337 停止 罷
11337 廢止 罷
11337 罷 罷
11338 膚 膚
11339 膜 膜
11340 膠 膠
11341 女性生殖器 膣
11341 女陰 膣
11342 鋪 舖
11343 蓬 蓬
11344 罷工 罷工
11345 蓮子 蓮子
11346 空心 蓬心
11347 罷市 罷市
11348 屄 膣屄
11348 陰戶 膣屄
11349 荷花 蓮花
11349 蓮花 蓮花
11350 刈金 蓮花金
11350 蓮花金 蓮花金
11351 蓪草 蓪草
11352 蓬萊米 蓬萊米
11353 美人蕉 蓮蕉花
11354 蓬鬆 蓬鬆
11355 蓮藕 蓮藕
11356 蓮霧 蓮霧
11357 甘蔗 蔗
11357 蔗 蔗
11358 蔥 蔥
11359 因乾枯而捲起 蔫
11359 枯萎 蔫
11359 乾枯 蔫
11360 蔭 蔭
11361 陰影 蔭
11361 蔭 蔭
11362 蟲 蝝
11363 蝦 蝦
11364 蝨 蝨
11364 蝨子 蝨
11365 蝦仁 蝦仁
11366 蔥 蔥仔
11367 蝦 蝦仔
11368 蝨子 蝨母
11369 蝦米 蝦米
11370 殭屍 蔭身
11371 蝦皮 蝦卑
11372 蝦蛄 蝦蛄
11373 九齒扇蝦 蝦蛄擗仔
11373 琵琶蝦 蝦蛄擗仔
11374 豆豉 蔭豉仔
11375 蝦蛄 蝦猴
11376 蝦醬 蝦膎
11377 甘蔗葉 蔗箬
11378 細齒梳 蝨篦
11379 玉蔥 蔥頭
11379 洋蔥 蔥頭
11379 蔥頭 蔥頭
11380 蛔蟲 蝒蟲
11381 升 衝
11382 衝 衝
11383 表揚 褒
11383 褒 褒
11383 讚美 褒
11384 貼 褙
11385 誰 誰
11386 課 課
11387 調 調
11388 曲 調
11388 調 調
11389 談 談
11390 課文 課文
11391 胡蝶 蝶仔
11391 蚨蝶 蝶仔
11391 蝴蝶 蝶仔
11392 教科書 課本
11392 課本 課本
11393 衛生 衛生
11394 衛生紙 衛生紙
11395 談判 談判
11396 衛星 衛星
11397 調查 調查
11398 衝突 衝突
11399 調停 調停
11399 調解 調停
11400 冒失 衝動
11400 慌張 衝動
11400 衝動 衝動
11401 調動 調動
11402 課程 課程
11403 恭維 褒嗦
11403 誇獎 褒嗦
11403 稱讚 褒嗦
11404 冒失 衝碰
11404 慌張 衝碰
11404 衝動 衝碰
11405 調停 調解
11405 調解 調解
11406 相褒歌 褒歌
11406 褒歌 褒歌
11407 褒獎 褒獎
11408 胡蝶 蝴蝶
11408 蚨蝶 蝴蝶
11408 蝴蝶 蝴蝶
11409 談論 談論
11410 保養 調養
